,domain,entity_id,serial_id
6360,paper,86939,6360
6361,paper,86944,6361
6362,paper,86945,6362
6363,paper,86947,6363
6364,paper,86948,6364
6365,paper,86952,6365
6366,paper,86953,6366
6367,paper,86955,6367
6368,paper,86957,6368
6369,paper,86958,6369
6370,paper,116043,6370
6371,paper,116054,6371
6372,paper,116115,6372
6373,paper,116117,6373
6374,paper,116120,6374
6375,paper,116161,6375
6376,paper,116198,6376
6377,paper,116200,6377
6378,paper,116202,6378
6379,paper,116205,6379
6380,paper,116223,6380
6381,paper,116237,6381
6382,paper,116239,6382
6383,paper,116253,6383
6384,paper,116269,6384
6385,paper,116271,6385
6386,paper,116284,6386
6387,paper,116287,6387
6388,paper,116325,6388
6389,paper,116333,6389
6390,paper,116345,6390
6391,paper,116347,6391
6392,paper,116374,6392
6393,paper,116375,6393
6394,paper,116395,6394
6395,paper,116426,6395
6396,paper,116427,6396
6397,paper,116428,6397
6398,paper,116429,6398
6399,paper,116450,6399
6400,paper,116461,6400
6401,paper,116462,6401
6402,paper,116485,6402
6403,paper,116494,6403
6404,paper,116506,6404
6405,paper,116532,6405
6406,paper,116537,6406
6407,paper,116543,6407
6408,paper,116589,6408
6409,paper,116623,6409
6410,paper,116677,6410
6411,paper,116695,6411
6412,paper,116697,6412
6413,paper,116773,6413
6414,paper,116787,6414
6415,paper,116810,6415
6416,paper,116833,6416
6417,paper,116834,6417
6418,paper,116835,6418
6419,paper,116838,6419
6420,paper,116874,6420
6421,paper,116881,6421
6422,paper,116883,6422
6423,paper,116885,6423
6424,paper,116891,6424
6425,paper,116893,6425
6426,paper,116900,6426
6427,paper,116901,6427
6428,paper,116915,6428
6429,paper,116921,6429
6430,paper,116934,6430
6431,paper,116949,6431
6432,paper,116965,6432
6433,paper,117031,6433
6434,paper,117035,6434
6435,paper,117074,6435
6436,paper,117083,6436
6437,paper,117085,6437
6438,paper,117097,6438
6439,paper,117103,6439
6440,paper,117124,6440
6441,paper,117127,6441
6442,paper,117156,6442
6443,paper,117169,6443
6444,paper,117170,6444
6445,paper,117172,6445
6446,paper,117181,6446
6447,paper,117213,6447
6448,paper,117230,6448
6449,paper,117232,6449
6450,paper,117245,6450
6451,paper,117272,6451
6452,paper,117276,6452
6453,paper,117288,6453
6454,paper,117308,6454
6455,paper,117312,6455
6456,paper,117336,6456
6457,paper,117352,6457
6458,paper,117356,6458
6459,paper,117391,6459
6460,paper,117415,6460
6461,paper,117422,6461
6462,paper,117445,6462
6463,paper,117455,6463
6464,paper,117456,6464
6465,paper,117458,6465
6466,paper,117460,6466
6467,paper,117470,6467
6468,paper,117522,6468
6469,paper,117525,6469
6470,paper,117544,6470
6471,paper,117545,6471
6472,paper,117561,6472
6473,paper,117582,6473
6474,paper,117583,6474
6475,paper,117584,6475
6476,paper,117585,6476
6477,paper,117594,6477
6478,paper,117596,6478
6479,paper,117606,6479
6480,paper,117607,6480
6481,paper,117625,6481
6482,paper,117626,6482
6483,paper,117650,6483
6484,paper,117651,6484
6485,paper,117661,6485
6486,paper,117682,6486
6487,paper,117709,6487
6488,paper,117710,6488
6489,paper,117712,6489
6490,paper,117716,6490
6491,paper,117758,6491
6492,paper,117764,6492
6493,paper,117825,6493
6494,paper,117827,6494
6495,paper,117830,6495
6496,paper,117832,6496
6497,paper,117850,6497
6498,paper,117851,6498
6499,paper,117882,6499
6500,paper,117886,6500
6501,paper,117963,6501
6502,paper,117987,6502
6503,paper,117993,6503
6504,paper,118005,6504
6505,paper,118019,6505
6506,paper,118053,6506
6507,paper,118064,6507
6508,paper,118068,6508
6509,paper,118069,6509
6510,paper,118086,6510
6511,paper,118093,6511
6512,paper,118096,6512
6513,paper,118146,6513
6514,paper,118173,6514
6515,paper,118197,6515
6516,paper,118233,6516
6517,paper,118267,6517
6518,paper,118280,6518
6519,paper,118281,6519
6520,paper,118282,6520
6521,paper,118309,6521
6522,paper,118315,6522
6523,paper,118352,6523
6524,paper,118353,6524
6525,paper,118355,6525
6526,paper,118360,6526
6527,paper,118375,6527
6528,paper,118388,6528
6529,paper,118402,6529
6530,paper,118422,6530
6531,paper,118432,6531
6532,paper,118452,6532
6533,paper,118455,6533
6534,paper,118464,6534
6535,paper,118466,6535
6536,paper,118470,6536
6537,paper,118488,6537
6538,paper,118489,6538
6539,paper,118490,6539
6540,paper,118491,6540
6541,paper,118509,6541
6542,paper,118515,6542
6543,paper,118516,6543
6544,paper,118521,6544
6545,paper,118529,6545
6546,paper,118551,6546
6547,paper,118561,6547
6548,paper,118563,6548
6549,paper,118585,6549
6550,paper,118596,6550
6551,paper,118599,6551
6552,paper,118600,6552
6553,paper,118604,6553
6554,paper,118611,6554
6555,paper,118613,6555
6556,paper,118617,6556
6557,paper,118619,6557
6558,paper,118620,6558
6559,paper,118623,6559
6560,paper,118624,6560
6561,paper,118625,6561
6562,paper,118629,6562
6563,paper,118640,6563
6564,paper,118643,6564
6565,paper,118648,6565
6566,paper,118650,6566
6567,paper,118653,6567
6568,paper,118659,6568
6569,paper,118664,6569
6570,paper,118679,6570
6571,paper,118686,6571
6572,paper,118692,6572
6573,paper,118693,6573
6574,paper,118710,6574
6575,paper,118715,6575
6576,paper,118717,6576
6577,paper,118726,6577
6578,paper,118745,6578
6579,paper,118746,6579
6580,paper,118747,6580
6581,paper,118755,6581
6582,paper,118771,6582
6583,paper,118774,6583
6584,paper,118788,6584
6585,paper,118790,6585
6586,paper,118792,6586
6587,paper,118800,6587
6588,paper,118813,6588
6589,paper,118818,6589
6590,paper,118822,6590
6591,paper,118824,6591
6592,paper,118825,6592
6593,paper,118834,6593
6594,paper,118841,6594
6595,paper,156737,6595
6596,paper,156740,6596
6597,paper,156741,6597
6598,paper,156743,6598
6599,paper,156744,6599
6600,paper,156748,6600
6601,paper,156752,6601
6602,paper,156763,6602
6603,paper,156765,6603
6604,paper,156769,6604
6605,paper,156770,6605
6606,paper,156774,6606
6607,paper,156776,6607
6608,paper,156778,6608
6609,paper,156779,6609
6610,paper,156780,6610
6611,paper,156781,6611
6612,paper,156782,6612
6613,paper,156783,6613
6614,paper,156785,6614
6615,paper,156793,6615
6616,paper,156798,6616
6617,paper,156799,6617
6618,paper,156801,6618
6619,paper,156803,6619
6620,paper,156804,6620
6621,paper,156805,6621
6622,paper,156806,6622
6623,paper,156810,6623
6624,paper,156812,6624
6625,paper,156814,6625
6626,paper,156816,6626
6627,paper,156818,6627
6628,paper,156819,6628
6629,paper,156820,6629
6630,paper,156821,6630
6631,paper,156822,6631
6632,paper,156823,6632
6633,paper,156824,6633
6634,paper,156827,6634
6635,paper,156829,6635
6636,paper,156837,6636
6637,paper,156841,6637
6638,paper,156843,6638
6639,paper,156844,6639
6640,paper,156846,6640
6641,paper,156854,6641
6642,paper,156855,6642
6643,paper,156856,6643
6644,paper,156857,6644
6645,paper,156858,6645
6646,paper,156859,6646
6647,paper,156861,6647
6648,paper,156862,6648
6649,paper,156863,6649
6650,paper,156865,6650
6651,paper,156870,6651
6652,paper,156871,6652
6653,paper,156875,6653
6654,paper,156877,6654
6655,paper,156879,6655
6656,paper,156885,6656
6657,paper,156888,6657
6658,paper,156890,6658
6659,paper,156891,6659
6660,paper,156893,6660
6661,paper,156894,6661
6662,paper,156895,6662
6663,paper,156896,6663
6664,paper,156897,6664
6665,paper,156898,6665
6666,paper,156899,6666
6667,paper,156901,6667
6668,paper,156908,6668
6669,paper,156912,6669
6670,paper,156915,6670
6671,paper,156917,6671
6672,paper,156922,6672
6673,paper,156928,6673
6674,paper,156930,6674
6675,paper,156931,6675
6676,paper,156933,6676
6677,paper,156935,6677
6678,paper,156936,6678
6679,paper,156941,6679
6680,paper,156947,6680
6681,paper,156950,6681
6682,paper,156951,6682
6683,paper,156954,6683
6684,paper,156962,6684
6685,paper,156964,6685
6686,paper,156965,6686
6687,paper,156966,6687
6688,paper,156967,6688
6689,paper,156970,6689
6690,paper,156971,6690
6691,paper,156975,6691
6692,paper,156976,6692
6693,paper,156977,6693
6694,paper,156979,6694
6695,paper,156980,6695
6696,paper,156981,6696
6697,paper,156983,6697
6698,paper,156988,6698
6699,paper,156989,6699
6700,paper,156990,6700
6701,paper,156993,6701
6702,paper,156994,6702
6703,paper,156998,6703
6704,paper,156999,6704
6705,paper,157002,6705
6706,paper,157004,6706
6707,paper,157006,6707
6708,paper,157008,6708
6709,paper,157009,6709
6710,paper,157012,6710
6711,paper,157016,6711
6712,paper,157017,6712
6713,paper,157018,6713
6714,paper,157021,6714
6715,paper,157022,6715
6716,paper,157023,6716
6717,paper,157026,6717
6718,paper,157027,6718
6719,paper,157028,6719
6720,paper,157029,6720
6721,paper,157031,6721
6722,paper,157032,6722
6723,paper,157033,6723
6724,paper,157034,6724
6725,paper,157037,6725
6726,paper,157038,6726
6727,paper,157040,6727
6728,paper,157041,6728
6729,paper,157042,6729
6730,paper,157045,6730
6731,paper,157047,6731
6732,paper,157048,6732
6733,paper,157050,6733
6734,paper,157051,6734
6735,paper,157052,6735
6736,paper,157053,6736
6737,paper,157057,6737
6738,paper,157058,6738
6739,paper,157060,6739
6740,paper,157062,6740
6741,paper,157063,6741
6742,paper,157068,6742
6743,paper,157069,6743
6744,paper,157070,6744
6745,paper,157071,6745
6746,paper,157075,6746
6747,paper,157077,6747
6748,paper,157078,6748
6749,paper,157079,6749
6750,paper,157080,6750
6751,paper,157082,6751
6752,paper,157084,6752
6753,paper,157086,6753
6754,paper,157090,6754
6755,paper,157091,6755
6756,paper,157092,6756
6757,paper,157094,6757
6758,paper,157097,6758
6759,paper,157098,6759
6760,paper,157099,6760
6761,paper,157101,6761
6762,paper,157102,6762
6763,paper,157105,6763
6764,paper,157106,6764
6765,paper,157107,6765
6766,paper,157108,6766
6767,paper,157112,6767
6768,paper,157113,6768
6769,paper,157114,6769
6770,paper,157116,6770
6771,paper,157117,6771
6772,paper,157119,6772
6773,paper,157120,6773
6774,paper,157122,6774
6775,paper,157127,6775
6776,paper,157128,6776
6777,paper,157130,6777
6778,paper,157133,6778
6779,paper,157134,6779
6780,paper,157135,6780
6781,paper,157137,6781
6782,paper,157138,6782
6783,paper,157139,6783
6784,paper,157140,6784
6785,paper,157145,6785
6786,paper,157146,6786
6787,paper,157147,6787
6788,paper,157148,6788
6789,paper,157149,6789
6790,paper,157152,6790
6791,paper,157153,6791
6792,paper,157156,6792
6793,paper,157158,6793
6794,paper,157163,6794
6795,paper,157165,6795
6796,paper,157166,6796
6797,paper,157167,6797
6798,paper,157168,6798
6799,paper,158582,6799
6800,paper,158589,6800
6801,paper,158593,6801
6802,paper,158595,6802
6803,paper,158597,6803
6804,paper,158605,6804
6805,paper,158610,6805
6806,paper,158612,6806
6807,paper,158613,6807
6808,paper,158620,6808
6809,paper,158622,6809
6810,paper,158626,6810
6811,paper,158640,6811
6812,paper,158642,6812
6813,paper,158644,6813
6814,paper,158647,6814
6815,paper,158649,6815
6816,paper,158652,6816
6817,paper,158655,6817
6818,paper,158657,6818
6819,paper,158665,6819
6820,paper,158676,6820
6821,paper,158682,6821
6822,paper,158684,6822
6823,paper,158686,6823
6824,paper,158698,6824
6825,paper,158699,6825
6826,paper,158708,6826
6827,paper,158710,6827
6828,paper,158722,6828
6829,paper,158723,6829
6830,paper,158731,6830
6831,paper,158751,6831
6832,paper,158752,6832
6833,paper,158753,6833
6834,paper,158754,6834
6835,paper,158757,6835
6836,paper,158764,6836
6837,paper,158766,6837
6838,paper,158767,6838
6839,paper,158768,6839
6840,paper,158780,6840
6841,paper,158781,6841
6842,paper,158786,6842
6843,paper,158789,6843
6844,paper,158798,6844
6845,paper,158806,6845
6846,paper,158812,6846
6847,paper,158822,6847
6848,paper,158828,6848
6849,paper,158834,6849
6850,paper,158835,6850
6851,paper,158837,6851
6852,paper,158838,6852
6853,paper,158842,6853
6854,paper,158847,6854
6855,paper,158850,6855
6856,paper,158854,6856
6857,paper,158865,6857
6858,paper,158880,6858
6859,paper,158883,6859
6860,paper,158885,6860
6861,paper,158889,6861
6862,paper,158898,6862
6863,paper,158899,6863
6864,paper,158901,6864
6865,paper,158902,6865
6866,paper,158906,6866
6867,paper,158908,6867
6868,paper,158913,6868
6869,paper,158914,6869
6870,paper,158915,6870
6871,paper,158917,6871
6872,paper,158920,6872
6873,paper,158921,6873
6874,paper,158929,6874
6875,paper,158931,6875
6876,paper,158951,6876
6877,paper,158952,6877
6878,paper,158957,6878
6879,paper,158962,6879
6880,paper,158963,6880
6881,paper,158970,6881
6882,paper,158973,6882
6883,paper,158975,6883
6884,paper,158976,6884
6885,paper,158978,6885
6886,paper,158980,6886
6887,paper,158987,6887
6888,paper,158989,6888
6889,paper,158991,6889
6890,paper,158992,6890
6891,paper,158994,6891
6892,paper,158996,6892
6893,paper,158998,6893
6894,paper,158999,6894
6895,paper,159014,6895
6896,paper,159020,6896
6897,paper,159033,6897
6898,paper,159035,6898
6899,paper,159041,6899
6900,paper,159045,6900
6901,paper,159048,6901
6902,paper,159049,6902
6903,paper,159050,6903
6904,paper,159051,6904
6905,paper,159053,6905
6906,paper,159055,6906
6907,paper,159058,6907
6908,paper,159062,6908
6909,paper,159070,6909
6910,paper,159072,6910
6911,paper,159078,6911
6912,paper,159081,6912
6913,paper,159085,6913
6914,paper,159087,6914
6915,paper,159094,6915
6916,paper,159095,6916
6917,paper,159099,6917
6918,paper,159106,6918
6919,paper,159125,6919
6920,paper,159126,6920
6921,paper,159127,6921
6922,paper,159128,6922
6923,paper,159130,6923
6924,paper,159138,6924
6925,paper,159140,6925
6926,paper,159143,6926
6927,paper,159150,6927
6928,paper,159152,6928
6929,paper,159153,6929
6930,paper,159154,6930
6931,paper,159155,6931
6932,paper,159156,6932
6933,paper,159157,6933
6934,paper,159158,6934
6935,paper,159166,6935
6936,paper,159171,6936
6937,paper,159175,6937
6938,paper,159178,6938
6939,paper,159190,6939
6940,paper,159191,6940
6941,paper,159192,6941
6942,paper,159193,6942
6943,paper,159194,6943
6944,paper,159195,6944
6945,paper,159196,6945
6946,paper,159197,6946
6947,paper,159206,6947
6948,paper,159215,6948
6949,paper,159218,6949
6950,paper,159231,6950
6951,paper,159232,6951
6952,paper,159233,6952
6953,paper,159234,6953
6954,paper,159237,6954
6955,paper,159238,6955
6956,paper,159239,6956
6957,paper,159243,6957
6958,paper,159253,6958
6959,paper,159254,6959
6960,paper,159256,6960
6961,paper,159258,6961
6962,paper,159267,6962
6963,paper,159270,6963
6964,paper,159271,6964
6965,paper,159275,6965
6966,paper,159276,6966
6967,paper,159277,6967
6968,paper,159283,6968
6969,paper,159285,6969
6970,paper,159286,6970
6971,paper,159290,6971
6972,paper,159292,6972
6973,paper,159294,6973
6974,paper,159295,6974
6975,paper,159296,6975
6976,paper,159300,6976
6977,paper,159302,6977
6978,paper,159303,6978
6979,paper,159306,6979
6980,paper,159313,6980
6981,paper,159314,6981
6982,paper,159316,6982
6983,paper,159317,6983
6984,paper,159330,6984
6985,paper,159335,6985
6986,paper,159347,6986
6987,paper,159348,6987
6988,paper,159351,6988
6989,paper,159353,6989
6990,paper,159360,6990
6991,paper,162500,6991
6992,paper,162501,6992
6993,paper,162502,6993
6994,paper,162503,6994
6995,paper,162506,6995
6996,paper,162509,6996
6997,paper,162510,6997
6998,paper,162512,6998
6999,paper,162514,6999
7000,paper,162516,7000
7001,paper,162518,7001
7002,paper,162520,7002
7003,paper,162521,7003
7004,paper,162523,7004
7005,paper,162524,7005
7006,paper,162525,7006
7007,paper,162528,7007
7008,paper,162532,7008
7009,paper,162534,7009
7010,paper,162536,7010
7011,paper,162538,7011
7012,paper,162540,7012
7013,paper,162541,7013
7014,paper,162543,7014
7015,paper,162545,7015
7016,paper,162546,7016
7017,paper,162547,7017
7018,paper,162548,7018
7019,paper,162550,7019
7020,paper,162552,7020
7021,paper,162558,7021
7022,paper,162560,7022
7023,paper,162564,7023
7024,paper,162566,7024
7025,paper,162567,7025
7026,paper,162568,7026
7027,paper,162572,7027
7028,paper,162575,7028
7029,paper,162576,7029
7030,paper,162578,7030
7031,paper,162579,7031
7032,paper,162581,7032
7033,paper,162582,7033
7034,paper,162583,7034
7035,paper,162584,7035
7036,paper,162585,7036
7037,paper,162588,7037
7038,paper,162589,7038
7039,paper,162592,7039
7040,paper,162593,7040
7041,paper,162595,7041
7042,paper,162596,7042
7043,paper,162598,7043
7044,paper,162599,7044
7045,paper,162600,7045
7046,paper,162601,7046
7047,paper,162602,7047
7048,paper,162603,7048
7049,paper,162606,7049
7050,paper,162608,7050
7051,paper,162610,7051
7052,paper,162612,7052
7053,paper,162614,7053
7054,paper,162623,7054
7055,paper,162624,7055
7056,paper,162628,7056
7057,paper,162629,7057
7058,paper,162630,7058
7059,paper,162631,7059
7060,paper,162633,7060
7061,paper,162638,7061
7062,paper,162640,7062
7063,paper,162641,7063
7064,paper,162643,7064
7065,paper,162644,7065
7066,paper,162649,7066
7067,paper,162650,7067
7068,paper,162651,7068
7069,paper,162652,7069
7070,paper,162653,7070
7071,paper,162656,7071
7072,paper,162657,7072
7073,paper,162660,7073
7074,paper,162661,7074
7075,paper,162666,7075
7076,paper,162667,7076
7077,paper,162671,7077
7078,paper,162673,7078
7079,paper,162674,7079
7080,paper,162676,7080
7081,paper,162677,7081
7082,paper,162680,7082
7083,paper,162681,7083
7084,paper,162684,7084
7085,paper,162688,7085
7086,paper,162691,7086
7087,paper,162694,7087
7088,paper,162695,7088
7089,paper,162696,7089
7090,paper,162697,7090
7091,paper,162698,7091
7092,paper,162699,7092
7093,paper,162703,7093
7094,paper,162709,7094
7095,paper,162710,7095
7096,paper,162717,7096
7097,paper,162721,7097
7098,paper,162725,7098
7099,paper,162726,7099
7100,paper,162727,7100
7101,paper,162733,7101
7102,paper,162736,7102
7103,paper,162737,7103
7104,paper,162738,7104
7105,paper,162739,7105
7106,paper,162740,7106
7107,paper,162742,7107
7108,paper,162743,7108
7109,paper,162745,7109
7110,paper,162747,7110
7111,paper,162748,7111
7112,paper,162749,7112
7113,paper,162754,7113
7114,paper,162756,7114
7115,paper,162759,7115
7116,paper,162761,7116
7117,paper,162764,7117
7118,paper,162766,7118
7119,paper,162768,7119
7120,paper,162769,7120
7121,paper,162771,7121
7122,paper,162774,7122
7123,paper,162775,7123
7124,paper,162777,7124
7125,paper,162780,7125
7126,paper,162781,7126
7127,paper,162782,7127
7128,paper,162783,7128
7129,paper,162784,7129
7130,paper,162786,7130
7131,paper,162788,7131
7132,paper,162790,7132
7133,paper,162795,7133
7134,paper,162797,7134
7135,paper,162799,7135
7136,paper,162803,7136
7137,paper,162804,7137
7138,paper,162805,7138
7139,paper,162806,7139
7140,paper,162811,7140
7141,paper,162812,7141
7142,paper,162813,7142
7143,paper,162815,7143
7144,paper,162820,7144
7145,paper,162821,7145
7146,paper,162822,7146
7147,paper,162823,7147
7148,paper,162824,7148
7149,paper,162825,7149
7150,paper,162826,7150
7151,paper,162828,7151
7152,paper,162829,7152
7153,paper,162834,7153
7154,paper,162836,7154
7155,paper,162844,7155
7156,paper,162845,7156
7157,paper,162846,7157
7158,paper,162847,7158
7159,paper,162848,7159
7160,paper,162849,7160
7161,paper,162850,7161
7162,paper,162851,7162
7163,paper,162852,7163
7164,paper,162853,7164
7165,paper,162856,7165
7166,paper,162860,7166
7167,paper,162863,7167
7168,paper,162864,7168
7169,paper,162870,7169
7170,paper,162872,7170
7171,paper,162874,7171
7172,paper,162875,7172
7173,paper,162879,7173
7174,paper,162882,7174
7175,paper,162884,7175
7176,paper,162887,7176
7177,paper,162888,7177
7178,paper,162889,7178
7179,paper,162891,7179
7180,paper,162892,7180
7181,paper,162893,7181
7182,paper,162896,7182
7183,paper,162897,7183
7184,paper,162898,7184
7185,paper,162901,7185
7186,paper,162902,7186
7187,paper,162904,7187
7188,paper,162908,7188
7189,paper,162910,7189
7190,paper,162912,7190
7191,paper,162917,7191
7192,paper,162918,7192
7193,paper,162920,7193
7194,paper,162921,7194
7195,paper,162922,7195
7196,paper,162924,7196
7197,paper,162927,7197
7198,paper,162928,7198
7199,paper,162931,7199
7200,paper,162932,7200
7201,paper,162933,7201
7202,paper,162934,7202
7203,paper,162935,7203
7204,paper,162936,7204
7205,paper,162937,7205
7206,paper,162939,7206
7207,paper,162942,7207
7208,paper,162945,7208
7209,paper,162947,7209
7210,paper,162948,7210
7211,paper,162949,7211
7212,paper,162950,7212
7213,paper,162954,7213
7214,paper,162955,7214
7215,paper,162956,7215
7216,paper,162962,7216
7217,paper,162966,7217
7218,paper,162968,7218
7219,paper,162969,7219
7220,paper,162970,7220
7221,paper,162972,7221
7222,paper,162973,7222
7223,paper,162977,7223
7224,paper,162980,7224
7225,paper,162981,7225
7226,paper,162982,7226
7227,paper,162983,7227
7228,paper,162984,7228
7229,paper,162985,7229
7230,paper,162986,7230
7231,paper,162992,7231
7232,paper,162993,7232
7233,paper,162997,7233
7234,paper,163000,7234
7235,paper,163002,7235
7236,paper,163004,7236
7237,paper,163005,7237
7238,paper,163006,7238
7239,paper,163007,7239
7240,paper,163009,7240
7241,paper,163010,7241
7242,paper,163012,7242
7243,paper,163014,7243
7244,paper,163017,7244
7245,paper,163018,7245
7246,paper,163022,7246
7247,paper,163023,7247
7248,paper,163027,7248
7249,paper,163028,7249
7250,paper,163029,7250
7251,paper,163030,7251
7252,paper,163031,7252
7253,paper,163032,7253
7254,paper,163036,7254
7255,paper,163037,7255
7256,paper,163039,7256
7257,paper,163044,7257
7258,paper,163048,7258
7259,paper,163050,7259
7260,paper,163051,7260
7261,paper,163052,7261
7262,paper,163056,7262
7263,paper,163058,7263
7264,paper,163059,7264
7265,paper,163061,7265
7266,paper,163063,7266
7267,paper,163064,7267
7268,paper,163066,7268
7269,paper,163067,7269
7270,paper,163068,7270
7271,paper,163069,7271
7272,paper,163070,7272
7273,paper,163071,7273
7274,paper,163072,7274
7275,paper,163073,7275
7276,paper,163074,7276
7277,paper,163076,7277
7278,paper,163077,7278
7279,paper,163080,7279
7280,paper,163081,7280
7281,paper,163083,7281
7282,paper,163084,7282
7283,paper,163087,7283
7284,paper,163088,7284
7285,paper,163089,7285
7286,paper,163090,7286
7287,paper,163091,7287
7288,paper,163092,7288
7289,paper,163098,7289
7290,paper,163099,7290
7291,paper,275051,7291
7292,paper,275052,7292
7293,paper,275054,7293
7294,paper,275055,7294
7295,paper,275056,7295
7296,paper,275059,7296
7297,paper,275060,7297
7298,paper,275061,7298
7299,paper,275062,7299
7300,paper,275064,7300
7301,paper,275068,7301
7302,paper,275071,7302
7303,paper,275073,7303
7304,paper,275074,7304
7305,paper,275076,7305
7306,paper,275078,7306
7307,paper,275080,7307
7308,paper,275081,7308
7309,paper,275083,7309
7310,paper,275084,7310
7311,paper,275089,7311
7312,paper,275093,7312
7313,paper,275095,7313
7314,paper,275096,7314
7315,paper,275102,7315
7316,paper,275106,7316
7317,paper,275107,7317
7318,paper,275110,7318
7319,paper,275111,7319
7320,paper,275112,7320
7321,paper,275114,7321
7322,paper,275116,7322
7323,paper,275117,7323
7324,paper,275120,7324
7325,paper,275121,7325
7326,paper,275122,7326
7327,paper,275128,7327
7328,paper,275129,7328
7329,paper,275133,7329
7330,paper,275135,7330
7331,paper,275136,7331
7332,paper,275139,7332
7333,paper,275141,7333
7334,paper,275142,7334
7335,paper,275144,7335
7336,paper,275146,7336
7337,paper,275147,7337
7338,paper,275149,7338
7339,paper,275153,7339
7340,paper,275155,7340
7341,paper,275156,7341
7342,paper,275157,7342
7343,paper,275159,7343
7344,paper,275163,7344
7345,paper,275165,7345
7346,paper,275166,7346
7347,paper,275173,7347
7348,paper,275176,7348
7349,paper,275179,7349
7350,paper,275182,7350
7351,paper,275183,7351
7352,paper,275184,7352
7353,paper,275185,7353
7354,paper,275187,7354
7355,paper,275188,7355
7356,paper,275190,7356
7357,paper,275193,7357
7358,paper,275196,7358
7359,paper,275197,7359
7360,paper,275198,7360
7361,paper,275200,7361
7362,paper,275202,7362
7363,paper,275203,7363
7364,paper,275205,7364
7365,paper,275207,7365
7366,paper,275210,7366
7367,paper,275213,7367
7368,paper,275214,7368
7369,paper,275216,7369
7370,paper,275218,7370
7371,paper,275220,7371
7372,paper,275221,7372
7373,paper,275222,7373
7374,paper,275226,7374
7375,paper,275230,7375
7376,paper,275231,7376
7377,paper,275233,7377
7378,paper,275234,7378
7379,paper,275235,7379
7380,paper,275237,7380
7381,paper,275239,7381
7382,paper,275241,7382
7383,paper,275243,7383
7384,paper,275245,7384
7385,paper,275247,7385
7386,paper,275248,7386
7387,paper,275250,7387
7388,paper,275253,7388
7389,paper,275254,7389
7390,paper,275255,7390
7391,paper,275257,7391
7392,paper,275258,7392
7393,paper,275260,7393
7394,paper,275261,7394
7395,paper,275262,7395
7396,paper,275264,7396
7397,paper,275265,7397
7398,paper,275266,7398
7399,paper,275267,7399
7400,paper,275271,7400
7401,paper,275274,7401
7402,paper,275276,7402
7403,paper,275280,7403
7404,paper,275283,7404
7405,paper,275285,7405
7406,paper,275287,7406
7407,paper,275290,7407
7408,paper,275292,7408
7409,paper,275293,7409
7410,paper,275295,7410
7411,paper,275296,7411
7412,paper,275297,7412
7413,paper,275298,7413
7414,paper,275300,7414
7415,paper,275302,7415
7416,paper,275304,7416
7417,paper,275305,7417
7418,paper,275306,7418
7419,paper,275307,7419
7420,paper,275310,7420
7421,paper,275312,7421
7422,paper,275317,7422
7423,paper,275319,7423
7424,paper,275321,7424
7425,paper,275323,7425
7426,paper,275325,7426
7427,paper,275326,7427
7428,paper,275331,7428
7429,paper,275332,7429
7430,paper,275334,7430
7431,paper,275336,7431
7432,paper,275339,7432
7433,paper,275340,7433
7434,paper,275341,7434
7435,paper,275342,7435
7436,paper,275343,7436
7437,paper,275345,7437
7438,paper,275346,7438
7439,paper,275347,7439
7440,paper,275348,7440
7441,paper,275351,7441
7442,paper,275352,7442
7443,paper,275353,7443
7444,paper,275354,7444
7445,paper,275355,7445
7446,paper,275356,7446
7447,paper,275357,7447
7448,paper,275358,7448
7449,paper,275359,7449
7450,paper,275363,7450
7451,paper,275367,7451
7452,paper,275368,7452
7453,paper,275369,7453
7454,paper,275370,7454
7455,paper,275372,7455
7456,paper,275374,7456
7457,paper,275375,7457
7458,paper,275378,7458
7459,paper,275382,7459
7460,paper,275384,7460
7461,paper,275386,7461
7462,paper,275389,7462
7463,paper,275391,7463
7464,paper,275392,7464
7465,paper,275393,7465
7466,paper,275396,7466
7467,paper,275398,7467
7468,paper,275400,7468
7469,paper,275401,7469
7470,paper,275403,7470
7471,paper,275406,7471
7472,paper,275407,7472
7473,paper,275410,7473
7474,paper,275411,7474
7475,paper,275412,7475
7476,paper,275416,7476
7477,paper,275417,7477
7478,paper,275419,7478
7479,paper,275420,7479
7480,paper,275421,7480
7481,paper,275422,7481
7482,paper,275423,7482
7483,paper,275424,7483
7484,paper,275425,7484
7485,paper,275426,7485
7486,paper,275427,7486
7487,paper,275429,7487
7488,paper,275430,7488
7489,paper,275431,7489
7490,paper,275432,7490
7491,paper,275433,7491
7492,paper,275435,7492
7493,paper,275437,7493
7494,paper,275441,7494
7495,paper,275444,7495
7496,paper,275445,7496
7497,paper,275446,7497
7498,paper,275448,7498
7499,paper,275450,7499
7500,paper,275451,7500
7501,paper,275452,7501
7502,paper,275453,7502
7503,paper,275454,7503
7504,paper,275455,7504
7505,paper,275456,7505
7506,paper,275457,7506
7507,paper,275458,7507
7508,paper,275459,7508
7509,paper,275460,7509
7510,paper,275461,7510
7511,paper,275465,7511
7512,paper,275468,7512
7513,paper,275469,7513
7514,paper,275472,7514
7515,paper,275473,7515
7516,paper,275476,7516
7517,paper,275477,7517
7518,paper,275478,7518
7519,paper,275479,7519
7520,paper,275481,7520
7521,paper,275482,7521
7522,paper,275483,7522
7523,paper,275484,7523
7524,paper,275490,7524
